Location,Index Year,Breakdown,Characteristic,Rank,z_rate,z_oppshare,z_startup_den,norm_rate,norm_opp,norm_density,year_CPS,OppShare_New_Entrp,Rate_New_Entrp,startup_index,year_BDS,startup_density,Composition_of_New_Entrp,rank_last_y,rank_diff,index_last_y,index_diff,Location_name,Category,OppShare_New_Entrp_web,Rate_New_Entrp_web,location_category,index_diff_text,dataset
38300,2013,,,39,-5.04587,-1.07263,-3.91364,7.14286,68.30588,0,2012,0.7603,0.0019,,2010,49.34,,,,,,Pittsburgh,MSA,7.603,190,the metropolitan area of,.,Metro Profile
38300,1988,,,,,,0.39637,,,3.15454,1987,,,,1985,99.25,,,,,,Pittsburgh,MSA,,,the metropolitan area of,.,Metro Profile
38300,2011,,,,-5.9633,,-2.93264,4.25532,,0,2010,,0.0017,,2008,60.7,,,,,,Pittsburgh,MSA,,170,the metropolitan area of,.,Metro Profile
38300,2010,,,,-7.79817,,-2.31174,0,,0,2009,,0.0013,,2007,67.89,,,,,,Pittsburgh,MSA,,130,the metropolitan area of,.,Metro Profile
38300,1995,,,,,,-1.49914,,,0,1994,,,,1992,77.3,,,,,,Pittsburgh,MSA,,,the metropolitan area of,.,Metro Profile
38300,2009,,,,-8.25688,,-2.07686,0,,0,2008,,0.0012,,2006,70.61,,,,,,Pittsburgh,MSA,,120,the metropolitan area of,.,Metro Profile
38300,2016,,,40,-8.25688,-3.25698,-3.62003,4,18.58934,0,2015,0.6821,0.0012,,2013,52.74,,40,0,-4.49,-0.55,Pittsburgh,MSA,6.821,120,the metropolitan area of,a slight decrease,Metro Profile
38300,2014,,,39,-6.42202,-2.86871,-3.42919,2.5641,44.38897,0,2013,0.696,0.0016,,2011,54.95,,39,0,-3.34,-0.9,Pittsburgh,MSA,6.96,160,the metropolitan area of,a slight decrease,Metro Profile
38300,1991,,,,,,-0.32988,,,0.74181,1990,,,,1988,90.84,,,,,,Pittsburgh,MSA,,,the metropolitan area of,.,Metro Profile
38300,1994,,,,,,-1.02936,,,3.46953,1993,,,,1991,82.74,,,,,,Pittsburgh,MSA,,,the metropolitan area of,.,Metro Profile
38900,1985,,,,,,2.91278,,,42.21134,1984,,,,1982,128.39,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2008,,,,,,1.15976,,,34.24215,2007,,,,2005,108.09,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1988,,,,,,2.9905,,,40.027,1987,,,,1985,129.28999,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1994,,,,,,1.92832,,,52.57347,1993,,,,1991,116.99,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1997,,,,,,2.79447,,,63.44444,1996,,,,1994,127.02,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1987,,,,,,3.61917,,,44.05461,1986,,,,1984,136.57001,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2016,,,32,-1.83486,-2.65363,-1.18048,32,25.3605,42.61578,2015,0.7037,0.0026,,2013,80.99,,30,-2,-1.9,0.01,Portland-Vancouver-Hillsboro,MSA,7.037,260,the metropolitan area of,basically no changes ,Metro Profile
38900,2009,,,,4.58716,,1.71762,63.63636,,47.82325,2008,,0.004,,2006,114.55,,,,,,Portland-Vancouver-Hillsboro,MSA,,400,the metropolitan area of,.,Metro Profile
38900,1989,,,,,,3.15112,,,52.11454,1988,,,,1986,131.14999,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2007,,,,,,0.6753,,,31.8393,2006,,,,2004,102.48,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2001,,,,,,1.67703,,,43.82488,2000,,,,1998,114.08,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1998,,,,,,2.65717,,,57.6343,1997,,,,1995,125.43,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1993,,,,,,2.79447,,,59.20045,1992,,,,1990,127.02,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2017,,,27,-1.83486,-0.96089,-1.02245,33.33333,31.27196,42.9991,2016,0.7643,0.0026,,2014,82.82,,32,5,-1.89,0.62,Portland-Vancouver-Hillsboro,MSA,7.643,260,the metropolitan area of,a slight increase,Metro Profile
38900,1984,,,,,,3.40846,,,25.04721,1983,,,,1981,134.13,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1982,,,,,,4.73575,,,48.93045,1981,,,,1979,149.5,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2010,,,,4.12844,,0.80743,52,,43.77652,2009,,0.0039,,2007,104.01,,,,,,Portland-Vancouver-Hillsboro,MSA,,390,the metropolitan area of,.,Metro Profile
38900,1981,,,,,,6.24439,,,62.91702,1980,,,,1978,166.97,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1995,,,,,,1.63903,,,46.39346,1994,,,,1992,113.64,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2012,,,24,0,-2.39944,-1.26166,29.54545,49.10685,39.62941,2011,0.7128,0.003,,2009,80.05,,18,-6,0.89,-2.11,Portland-Vancouver-Hillsboro,MSA,7.128,300,the metropolitan area of,a large decrease,Metro Profile
38900,2015,,,30,-2.29358,-2.41899,-0.98273,27.90698,35.98206,44.72213,2014,0.7121,0.0025,,2012,83.28,,28,-2,-1.87,-0.03,Portland-Vancouver-Hillsboro,MSA,7.121,250,the metropolitan area of,basically no changes ,Metro Profile
38900,2002,,,,,,0.99482,,,37.3193,2001,,,,1999,106.18,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2003,,,,,,0.31779,,,31.47494,2002,,,,2000,98.34,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1990,,,,,,3.39896,,,48.2566,1989,,,,1987,134.02,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2011,,,18,3.66972,-1.31006,0.31261,48.93617,43.93848,47.15182,2010,0.7518,0.0038,,2008,98.28,,,,,,Portland-Vancouver-Hillsboro,MSA,7.518,380,the metropolitan area of,.,Metro Profile
38900,1983,,,,,,4.17617,,,75.47499,1982,,,,1980,143.02,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2005,,,,,,0.4715,,,30.65505,2004,,,,2002,100.12,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2013,,,25,-0.91743,-2.24302,-1.20121,28.57143,58.00344,47.69931,2012,0.7184,0.0028,,2010,80.75,,24,-1,-1.22,-0.23,Portland-Vancouver-Hillsboro,MSA,7.184,280,the metropolitan area of,basically no changes ,Metro Profile
38900,1996,,,,,,1.9525,,,52.71208,1995,,,,1993,117.27,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2006,,,,,,0.51382,,,34.3208,2005,,,,2003,100.61,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1991,,,,,,2.0449,,,40.74181,1990,,,,1988,118.34,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1986,,,,,,1.94646,,,42.50849,1985,,,,1983,117.2,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1992,,,,,,1.30915,,,31.18709,1991,,,,1989,109.82,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2014,,,28,-3.21101,-1.44972,-0.94301,20.51282,56.46695,44.51144,2013,0.7468,0.0023,,2011,83.74,,25,-3,-1.45,-0.42,Portland-Vancouver-Hillsboro,MSA,7.468,230,the metropolitan area of,a slight decrease,Metro Profile
38900,1999,,,,,,2.2323,,,55.21574,1998,,,,1996,120.51,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,1980,,,,,,7.67876,,,59.02716,1979,,,,1977,183.58,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2004,,,,,,-0.15026,,,31.69453,2003,,,,2001,92.92,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
38900,2000,,,,,,1.77202,,,41.31338,1999,,,,1997,115.18,,,,,,Portland-Vancouver-Hillsboro,MSA,,,the metropolitan area of,.,Metro Profile
39300,2015,,,34,-5.9633,-0.06704,-2.72021,9.30233,62.96059,11.6409,2014,0.7963,0.0017,,2012,63.16,,38,4,-3.67,0.75,Providence-New Bedford-Fall River,MSA,7.963,170,the metropolitan area of,a slight increase,Metro Profile
39300,1987,,,,,,1.13817,,,11.6426,1986,,,,1984,107.84,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1985,,,,,,-0.24611,,,0.55796,1984,,,,1982,91.81,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1996,,,,,,-0.87219,,,10.66837,1995,,,,1993,84.56,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2017,,,34,-5.50459,2.08101,-2.90415,15.55556,69.53619,10.19271,2016,0.8732,0.0018,,2014,61.03,,35,1,-2.3,0.19,Providence-New Bedford-Fall River,MSA,8.732,180,the metropolitan area of,basically no changes ,Metro Profile
39300,2012,,,37,-4.12844,-2.56704,-3.2513,9.09091,47.15817,3.75273,2011,0.7068,0.0021,,2009,57.01,,35,-2,-2.9,-0.42,Providence-New Bedford-Fall River,MSA,7.068,210,the metropolitan area of,a slight decrease,Metro Profile
39300,1990,,,,,,2.93696,,,40.18112,1989,,,,1987,128.67,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2001,,,,,,-0.5734,,,14.64561,2000,,,,1998,88.02,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2007,,,,,,-0.43092,,,18.0041,2006,,,,2004,89.67,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2016,,,35,-5.9633,2.0838,-3.0095,14,78.52664,10.66526,2015,0.8733,0.0017,,2013,59.81,,34,-1,-2.92,0.62,Providence-New Bedford-Fall River,MSA,8.733,170,the metropolitan area of,a slight increase,Metro Profile
39300,1998,,,,,,-0.72884,,,8.76231,1997,,,,1995,86.22,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2011,,,35,-3.66972,-3.11173,-1.9171,14.89362,24.48733,14.75533,2010,0.6873,0.0022,,2008,72.46,,,,,,Providence-New Bedford-Fall River,MSA,6.873,220,the metropolitan area of,.,Metro Profile
39300,1982,,,,,,0.77807,,,4.96882,1981,,,,1979,103.67,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2010,,,,-4.58716,,-1.5829,14,,10.22907,2009,,0.002,,2007,76.33,,,,,,Providence-New Bedford-Fall River,MSA,,200,the metropolitan area of,.,Metro Profile
39300,1983,,,,,,-0.10276,,,45.68302,1982,,,,1980,93.47,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1991,,,,,,1.73921,,,35.59273,1990,,,,1988,114.8,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2009,,,,-3.21101,,-0.45769,25,,20.40705,2008,,0.0023,,2006,89.36,,,,,,Providence-New Bedford-Fall River,MSA,,230,the metropolitan area of,.,Metro Profile
39300,1980,,,,,,3.08895,,,6.15736,1979,,,,1977,130.42999,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1986,,,,,,-0.48618,,,7.07007,1985,,,,1983,89.03,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2003,,,,,,-1.29361,,,9.52717,2002,,,,2000,79.68,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1992,,,,,,0.86097,,,23.50503,1991,,,,1989,104.63,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2006,,,,,,-0.57945,,,20.68296,2005,,,,2003,87.95,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2008,,,,,,-0.65285,,,9.99307,2007,,,,2005,87.1,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1989,,,,,,1.89292,,,32.79863,1988,,,,1986,116.58,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1995,,,,,,-1.03713,,,6.83007,1994,,,,1992,82.65,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2013,,,35,-4.12844,-2.1676,-2.94041,11.90476,58.66732,17.11465,2012,0.7211,0.0021,,2010,60.61,,37,2,-3.32,0.24,Providence-New Bedford-Fall River,MSA,7.211,210,the metropolitan area of,basically no changes ,Metro Profile
39300,2005,,,,,,-0.77634,,,13.63101,2004,,,,2002,85.67,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2000,,,,,,-0.5734,,,9.06068,1999,,,,1997,88.02,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1993,,,,,,-0.10708,,,11.5679,1992,,,,1990,93.42,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1981,,,,,,1.08117,,,0.58382,1980,,,,1978,107.18,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1984,,,,,,-0.2582,,,3.94593,1983,,,,1981,91.67,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1988,,,,,,1.27979,,,15.71131,1987,,,,1985,109.48,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1994,,,,,,-0.95596,,,4.68817,1993,,,,1991,83.59,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2002,,,,,,-1.16839,,,8.34971,2001,,,,1999,81.13,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2014,,,38,-5.9633,-2.0838,-2.94819,5.12821,51.0699,8.61162,2013,0.7241,0.0017,,2011,60.52,,35,-3,-3.08,-0.59,Providence-New Bedford-Fall River,MSA,7.241,170,the metropolitan area of,a slight decrease,Metro Profile
39300,1999,,,,,,-0.51468,,,14.84771,1998,,,,1996,88.7,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,2004,,,,,,-1.62435,,,10.39431,2003,,,,2001,75.85,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
39300,1997,,,,,,-0.44473,,,17.13581,1996,,,,1994,89.51,,,,,,Providence-New Bedford-Fall River,MSA,,,the metropolitan area of,.,Metro Profile
40140,2016,,,18,-0.45872,-0.37989,-0.20466,38,50.87774,59.66209,2015,0.7851,0.0029,,2013,92.29,,16,-2,-0.16,-0.19,Riverside-San Bernardino-Ontario,MSA,7.851,290,the metropolitan area of,basically no changes ,Metro Profile
40140,2001,,,,,,1.91969,,,46.97122,2000,,,,1998,116.89,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,2003,,,,,,1.83333,,,52.11715,2002,,,,2000,115.89,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,2011,,,13,4.58716,0.32402,1.62349,53.19149,61.58022,66.19825,2010,0.8103,0.004,,2008,113.46,,,,,,Riverside-San Bernardino-Ontario,MSA,8.103,400,the metropolitan area of,.,Metro Profile
40140,2014,,,8,2.29358,0.94693,-0.06304,51.28205,76.86638,60.26593,2013,0.8326,0.0035,,2011,93.93,,10,2,1.2,-0.14,Riverside-San Bernardino-Ontario,MSA,8.326,350,the metropolitan area of,basically no changes ,Metro Profile
40140,1994,,,,,,3.07772,,,71.65591,1993,,,,1991,130.3,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,2008,,,,,,3.64508,,,67.49076,2007,,,,2005,136.87,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,2013,,,10,3.21101,0.66481,-0.27807,50,83.5997,63.93318,2012,0.8225,0.0037,,2010,91.44,,15,5,1.19,0.01,Riverside-San Bernardino-Ontario,MSA,8.225,370,the metropolitan area of,basically no changes ,Metro Profile
40140,2000,,,,,,1.6399,,,39.49649,1999,,,,1997,113.65,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,2009,,,,7.79816,,4.42746,79.54546,,81.97648,2008,,0.0047,,2006,145.92999,,,,,,Riverside-San Bernardino-Ontario,MSA,,470,the metropolitan area of,.,Metro Profile
40140,2010,,,,7.79816,,2.42746,68,,66.51315,2009,,0.0047,,2007,122.77,,,,,,Riverside-San Bernardino-Ontario,MSA,,470,the metropolitan area of,.,Metro Profile
40140,2005,,,,,,2.5475,,,58.97739,2004,,,,2002,124.16,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1993,,,,,,3.96805,,,78.46612,1992,,,,1990,140.61,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1996,,,,,,1.54663,,,46.67095,1995,,,,1993,112.57,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,2012,,,15,3.21101,0.17877,0.17098,45.45454,79.08412,65.46247,2011,0.8051,0.0037,,2009,96.64,,13,-2,2.18,-0.99,Riverside-San Bernardino-Ontario,MSA,8.051,370,the metropolitan area of,a slight decrease,Metro Profile
40140,1988,,,,,,4.73834,,,64.87051,1987,,,,1985,149.53,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,2015,,,16,0,-0.31844,-0.14767,39.53489,60.0769,60.6215,2014,0.7873,0.003,,2012,92.95,,8,-8,1.06,-1.22,Riverside-San Bernardino-Ontario,MSA,7.873,300,the metropolitan area of,a large decrease,Metro Profile
40140,2006,,,,,,2.63385,,,60.76699,2005,,,,2003,125.16,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1980,,,,,,10.1019,,,86.93922,1979,,,,1977,211.64,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1984,,,,,,5.02591,,,34.35543,1983,,,,1981,152.86,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,2002,,,,,,1.90414,,,49.49693,2001,,,,1999,116.71,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1998,,,,,,1.48446,,,40.70796,1997,,,,1995,111.85,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1995,,,,,,2.05009,,,52.47031,1994,,,,1992,118.4,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,2004,,,,,,1.77893,,,59.57076,2003,,,,2001,115.26,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1991,,,,,,3.92142,,,72.3491,1990,,,,1988,140.07001,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1982,,,,,,7.68912,,,81.73621,1981,,,,1979,183.7,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1987,,,,,,5.33851,,,66.51624,1986,,,,1984,156.48,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1992,,,,,,3.45768,,,68.01361,1991,,,,1989,134.7,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,2007,,,,,,2.7867,,,58.24603,2006,,,,2004,126.93,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1981,,,,,,8.15026,,,85.92577,1980,,,,1978,189.03999,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1983,,,,,,6.10881,,,88.93098,1982,,,,1980,165.39999,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,2017,,,13,2.75229,0.29609,-0.1943,55.55555,47.08363,57.43753,2016,0.8093,0.0036,,2014,92.41,,18,5,-0.35,1.3,Riverside-San Bernardino-Ontario,MSA,8.093,360,the metropolitan area of,a large increase,Metro Profile
40140,1989,,,,,,4.9076,,,79.07995,1988,,,,1986,151.49001,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1986,,,,,,2.96287,,,57.31539,1985,,,,1983,128.97,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1990,,,,,,5.42832,,,83.7283,1989,,,,1987,157.52,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1999,,,,,,1.78584,,,48.65482,1998,,,,1996,115.34,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1997,,,,,,1.46891,,,44.49382,1996,,,,1994,111.67,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40140,1985,,,,,,4.19516,,,59.12094,1984,,,,1982,143.24001,,,,,,Riverside-San Bernardino-Ontario,MSA,,,the metropolitan area of,.,Metro Profile
40900,2001,,,,,,0.51641,,,28.77617,2000,,,,1998,100.64,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,1982,,,,,,7.3437,,,77.89927,1981,,,,1979,179.7,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2011,,,16,5.04587,-0.26816,0.53195,55.31915,55.18697,50.33877,2010,0.7891,0.0041,,2008,100.82,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,7.891,410,the metropolitan area of,.,Metro Profile
40900,2010,,,,5.9633,,1.25561,60,,50.06666,2009,,0.0043,,2007,109.2,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,430,the metropolitan area of,.,Metro Profile
40900,1992,,,,,,2.47064,,,51.09532,1991,,,,1989,123.27,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2006,,,,,,1.3342,,,44.55456,2005,,,,2003,110.11,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,1990,,,,,,3.98532,,,58.50565,1989,,,,1987,140.81,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2017,,,20,0.45872,0.0838,-1.18135,44.44444,44.41321,40.22886,2016,0.8017,0.0031,,2014,80.98,,27,7,-1.35,1.14,Sacramento-Arden-Arcade-Roseville,MSA,8.017,310,the metropolitan area of,a large increase,Metro Profile
40900,1994,,,,,,2.75475,,,66.29389,1993,,,,1991,126.56,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2005,,,,,,1.40501,,,43.39067,2004,,,,2002,110.93,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2008,,,,,,2.19085,,,48.03605,2007,,,,2005,120.03,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2007,,,,,,0.94473,,,35.20898,2006,,,,2004,105.6,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,1988,,,,,,4.32211,,,58.95423,1987,,,,1985,144.71001,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2000,,,,,,0.25389,,,20.437,1999,,,,1997,97.6,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,1996,,,,,,0.21848,,,26.90232,1995,,,,1993,97.19,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2004,,,,,,0.38687,,,39.45595,2003,,,,2001,99.14,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,1998,,,,,,0.43782,,,25.6014,1997,,,,1995,99.73,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,1995,,,,,,1.16753,,,39.42295,1994,,,,1992,108.18,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2003,,,,,,0.58895,,,35.1682,2002,,,,2000,101.48,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2012,,,14,5.50459,-1.60894,-0.10622,56.81818,58.29815,60.46403,2011,0.7411,0.0042,,2009,93.43,,16,2,1.77,-0.51,Sacramento-Arden-Arcade-Roseville,MSA,7.411,420,the metropolitan area of,a slight decrease,Metro Profile
40900,2016,,,27,-2.75229,-0.29888,-1.01209,28,51.78683,45.5574,2015,0.788,0.0024,,2013,82.94,,18,-9,-0.88,-0.47,Sacramento-Arden-Arcade-Roseville,MSA,7.88,240,the metropolitan area of,a slight decrease,Metro Profile
40900,1997,,,,,,0.46632,,,30.16049,1996,,,,1994,100.06,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2014,,,15,1.83486,-1.80447,-0.93437,48.71795,53.44746,44.66604,2013,0.7341,0.0034,,2011,83.84,,14,-1,0.88,-1.18,Sacramento-Arden-Arcade-Roseville,MSA,7.341,340,the metropolitan area of,a large decrease,Metro Profile
40900,1985,,,,,,4.11226,,,58.02779,1984,,,,1982,142.28,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,1981,,,,,,7.77979,,,81.4533,1980,,,,1978,184.75,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,2013,,,14,3.66972,0.28771,-1.31088,52.38095,80.2803,45.77069,2012,0.809,0.0038,,2010,79.48,,14,0,1.26,-0.38,Sacramento-Arden-Arcade-Roseville,MSA,8.09,380,the metropolitan area of,a slight decrease,Metro Profile
40900,1983,,,,,,6.22453,,,89.73666,1982,,,,1980,166.74001,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
40900,1993,,,,,,2.93782,,,61.55371,1992,,,,1990,128.67999,,,,,,Sacramento-Arden-Arcade-Roseville,MSA,,,the metropolitan area of,.,Metro Profile
